연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
584,2,204,을지로4가(2),Mar-22,296395
585,2,205,동대문역사문화공원(2),Mar-22,363742
586,2,206,신당(2),Mar-22,358846
587,2,207,상왕십리,Mar-22,338194
588,2,208,왕십리(2),Mar-22,348240
589,2,209,한양대,Mar-22,364526
590,2,210,뚝섬,Mar-22,551470
591,2,211,성수,Mar-22,946293
592,2,212,건대입구(2),Mar-22,985481
593,2,213,구의,Mar-22,574046
594,2,214,강변,Mar-22,699213
595,2,215,잠실나루,Mar-22,321446
596,2,216,잠실(2),Mar-22,1612184
597,2,217,잠실새내,Mar-22,516682
598,2,218,종합운동장(2),Mar-22,252564
599,2,219,삼성,Mar-22,1158528
600,2,220,선릉,Mar-22,1101877
601,2,221,역삼,Mar-22,1235894
602,2,222,강남,Mar-22,1927331
603,2,223,교대(2),Mar-22,864723
604,2,224,서초,Mar-22,473278
605,2,225,방배,Mar-22,459718
606,2,226,사당(2),Mar-22,991362
607,2,227,낙성대,Mar-22,671955
608,2,228,서울대입구,Mar-22,1194557
609,2,229,봉천,Mar-22,547911
610,2,230,신림,Mar-22,1555097
611,2,231,신대방,Mar-22,648224
612,2,232,구로디지털단지,Mar-22,1375610
613,2,233,대림(2),Mar-22,612935
614,2,234,신도림,Mar-22,1172064
615,2,235,문래,Mar-22,516426
616,2,236,영등포구청(2),Mar-22,547992
617,2,237,당산,Mar-22,512823
618,2,238,합정(2),Mar-22,814320
619,2,239,홍대입구,Mar-22,1499018
620,2,240,신촌,Mar-22,849484
621,2,241,이대,Mar-22,367979
622,2,242,아현,Mar-22,249071
623,2,243,충정로(2),Mar-22,246686
624,2,244,용답,Mar-22,91807
625,2,245,신답,Mar-22,46071
626,2,246,신설동(2),Mar-22,95249
627,2,247,도림천,Mar-22,35946
628,2,248,양천구청,Mar-22,172505
629,2,249,신정네거리,Mar-22,258055
630,2,250,용두,Mar-22,61927
631,3,309,지축,Mar-22,111533
632,3,310,구파발,Mar-22,491319
633,3,311,연신내(3),Mar-22,876936
634,3,312,불광(3),Mar-22,439137
635,3,313,녹번,Mar-22,342684
636,3,314,홍제,Mar-22,418558
637,3,315,무악재,Mar-22,98364
638,3,316,독립문,Mar-22,186935
639,3,317,경복궁,Mar-22,499359
640,3,318,안국,Mar-22,504806
641,3,319,종로3가(3),Mar-22,276931
642,3,320,을지로3가(3),Mar-22,234648
643,3,322,동대입구,Mar-22,232599
644,3,323,약수(3),Mar-22,308905
645,3,324,금호,Mar-22,184126
646,3,325,옥수,Mar-22,229228
647,3,326,압구정,Mar-22,798880
648,3,327,신사,Mar-22,778056
649,3,328,잠원,Mar-22,113107
650,3,329,고속터미널(3),Mar-22,1007250
651,3,330,교대(3),Mar-22,209512
652,3,331,남부터미널,Mar-22,695395
653,3,332,양재,Mar-22,948860
654,3,333,매봉,Mar-22,266997
655,3,334,도곡,Mar-22,129258
656,3,335,대치,Mar-22,271810
657,3,336,학여울,Mar-22,66051
658,3,337,대청,Mar-22,222857
659,3,338,일원,Mar-22,229971
660,3,339,수서,Mar-22,428944
661,3,340,가락시장(3),Mar-22,208922
662,3,341,경찰병원,Mar-22,170011
663,3,342,오금(3),Mar-22,135008
664,4,409,당고개,Mar-22,273822
665,4,410,상계,Mar-22,448361
666,4,411,노원(4),Mar-22,537473
667,4,412,창동,Mar-22,686912
668,4,413,쌍문,Mar-22,671116
669,4,414,수유,Mar-22,858304
670,4,415,미아,Mar-22,373239
671,4,416,미아사거리,Mar-22,669348
672,4,417,길음,Mar-22,504545
673,4,418,성신여대입구,Mar-22,510742
674,4,419,한성대입구,Mar-22,339013
675,4,420,혜화,Mar-22,810776
676,4,421,동대문(4),Mar-22,484222
677,4,422,동대문역사문화공원(4),Mar-22,339455
678,4,423,충무로(4),Mar-22,659434
679,4,424,명동,Mar-22,472688
680,4,425,회현,Mar-22,594116
681,4,426,서울역(4),Mar-22,367739
682,4,427,숙대입구,Mar-22,332737
683,4,428,삼각지(4),Mar-22,135989
684,4,429,신용산,Mar-22,390322
685,4,430,이촌,Mar-22,196959
686,4,431,동작,Mar-22,63238
687,4,432,이수(총신대입구),Mar-22,504334
688,4,433,사당(4),Mar-22,527067
689,4,434,남태령,Mar-22,25453
690,5,2511,방화,Mar-22,159279
691,5,2512,개화산,Mar-22,134864
692,5,2513,김포공항(5),Mar-22,185558
693,5,2514,송정,Mar-22,157113
694,5,2515,마곡,Mar-22,249558
695,5,2516,발산,Mar-22,505203
696,5,2517,우장산,Mar-22,351173
697,5,2518,화곡,Mar-22,659921
698,5,2519,까치산(5),Mar-22,693978
699,5,2520,신정,Mar-22,280372
700,5,2521,목동,Mar-22,430177
701,5,2522,오목교,Mar-22,554037
702,5,2523,양평(5),Mar-22,173370
703,5,2524,영등포구청(5),Mar-22,99953
704,5,2525,영등포시장,Mar-22,256566
705,5,2526,신길(5),Mar-22,108035
706,5,2527,여의도(5),Mar-22,653276
707,5,2528,여의나루,Mar-22,297448
708,5,2529,마포,Mar-22,335660
709,5,2530,공덕(5),Mar-22,329740
710,5,2531,애오개,Mar-22,159740
711,5,2532,충정로(5),Mar-22,108344
712,5,2533,서대문,Mar-22,423634
713,5,2534,광화문,Mar-22,691076
714,5,2535,종로3가(5),Mar-22,307657
715,5,2536,을지로4가(5),Mar-22,142773
716,5,2537,동대문역사문화공원(5),Mar-22,74475
717,5,2538,청구(5),Mar-22,89569
718,5,2539,신금호,Mar-22,163349
719,5,2540,행당,Mar-22,175787
720,5,2541,왕십리(5),Mar-22,131953
721,5,2542,마장,Mar-22,134574
722,5,2543,답십리,Mar-22,374191
723,5,2544,장한평,Mar-22,445816
724,5,2545,군자(5),Mar-22,310777
725,5,2546,아차산,Mar-22,380326
726,5,2547,광나루,Mar-22,304629
727,5,2548,천호(5),Mar-22,453330
728,5,2549,강동,Mar-22,443050
729,5,2550,길동,Mar-22,209164
730,5,2551,굽은다리,Mar-22,223802
731,5,2552,명일,Mar-22,219074
732,5,2553,고덕,Mar-22,231396
733,5,2554,상일동,Mar-22,336579
734,5,2555,둔촌동,Mar-22,213191
735,5,2556,올림픽공원(5),Mar-22,91976
736,5,2557,방이,Mar-22,179946
737,5,2558,오금(5),Mar-22,89782
738,5,2559,개롱,Mar-22,162627
739,5,2560,거여,Mar-22,234184
740,5,2561,마천,Mar-22,174115
741,5,2562,강일,Mar-22,95632
742,5,2563,미사,Mar-22,395591
743,5,2564,하남풍산,Mar-22,104601
744,5,2565,하남시청,Mar-22,166229
745,5,2566,하남검단산,Mar-22,143882
746,6,2611,응암,Mar-22,434447
747,6,2612,역촌,Mar-22,110901
748,6,2613,불광(6),Mar-22,106360
749,6,2614,독바위,Mar-22,74374
750,6,2616,구산,Mar-22,143508
751,6,2617,새절,Mar-22,300124
752,6,2618,증산,Mar-22,252455
753,6,2619,디지털미디어시티(6),Mar-22,347568
754,6,2620,월드컵경기장,Mar-22,155803
755,6,2621,마포구청,Mar-22,317927
756,6,2622,망원,Mar-22,382548
757,6,2623,합정(6),Mar-22,327094
758,6,2624,상수,Mar-22,255935
759,6,2625,광흥창,Mar-22,209518
760,6,2626,대흥,Mar-22,212742
761,6,2627,공덕(6),Mar-22,404962
762,6,2628,효창공원앞,Mar-22,161710
763,6,2629,삼각지(6),Mar-22,135602
764,6,2630,녹사평,Mar-22,125318
765,6,2631,이태원,Mar-22,283203
766,6,2632,한강진,Mar-22,238848
767,6,2633,버티고개,Mar-22,51767
768,6,2634,약수(6),Mar-22,87562
769,6,2635,청구(6),Mar-22,97583
770,6,2636,신당(6),Mar-22,205291
771,6,2637,동묘앞(6),Mar-22,208491
772,6,2638,창신,Mar-22,74105
773,6,2639,보문,Mar-22,171004
774,6,2640,안암,Mar-22,315363
775,6,2641,고려대,Mar-22,201383
776,6,2642,월곡,Mar-22,293152
777,6,2643,상월곡,Mar-22,143725
778,6,2644,돌곶이,Mar-22,221041
779,6,2645,석계(6),Mar-22,325060
780,6,2646,태릉입구(6),Mar-22,153746
781,6,2647,화랑대,Mar-22,232800
782,6,2648,봉화산,Mar-22,205228
783,7,2711,장암,Mar-22,24646
784,7,2712,도봉산(7),Mar-22,278870
785,7,2713,수락산,Mar-22,313746
786,7,2714,마들,Mar-22,302452
787,7,2715,노원(7),Mar-22,509877
788,7,2716,중계,Mar-22,326633
789,7,2717,하계,Mar-22,415355
790,7,2718,공릉,Mar-22,315539
791,7,2719,태릉입구(7),Mar-22,208478
792,7,2720,먹골,Mar-22,251746
793,7,2721,중화,Mar-22,264785
794,7,2722,상봉(7),Mar-22,393276
795,7,2723,면목,Mar-22,395907
796,7,2724,사가정,Mar-22,406181
797,7,2725,용마산,Mar-22,150219
798,7,2726,중곡,Mar-22,254342
799,7,2727,군자(7),Mar-22,297356
800,7,2728,어린이대공원,Mar-22,366701
801,7,2729,건대입구(7),Mar-22,341006
802,7,2730,뚝섬유원지,Mar-22,213114
803,7,2731,청담,Mar-22,501266
804,7,2732,강남구청,Mar-22,417027
805,7,2733,학동,Mar-22,578645
806,7,2734,논현,Mar-22,503883
807,7,2735,반포,Mar-22,138055
808,7,2736,고속터미널(7),Mar-22,316603
809,7,2737,내방,Mar-22,350523
810,7,2738,이수(7),Mar-22,374326
811,7,2739,남성,Mar-22,255076
812,7,2740,숭실대입구,Mar-22,358413
813,7,2741,상도,Mar-22,271359
814,7,2742,장승배기,Mar-22,220270
815,7,2743,신대방삼거리,Mar-22,397823
816,7,2744,보라매,Mar-22,239033
817,7,2745,신풍,Mar-22,279370
818,7,2746,대림(7),Mar-22,204350
819,7,2747,남구로,Mar-22,389436
820,7,2748,가산디지털단지(7),Mar-22,988191
821,7,2749,철산,Mar-22,515443
822,7,2750,광명사거리,Mar-22,548664
823,7,2751,천왕,Mar-22,262211
824,7,2752,온수(7),Mar-22,236897
825,8,2811,암사,Mar-22,409707
826,8,2812,천호(8),Mar-22,424655
827,8,2813,강동구청,Mar-22,258120
828,8,2814,몽촌토성,Mar-22,150494
829,8,2815,잠실(8),Mar-22,398257
830,8,2816,석촌(8),Mar-22,222016
831,8,2817,송파,Mar-22,186972
832,8,2818,가락시장(8),Mar-22,206397
833,8,2819,문정,Mar-22,517879
834,8,2820,장지,Mar-22,410109
835,8,2821,복정(8),Mar-22,203015
836,8,2822,산성,Mar-22,135022
837,8,2823,남한산성입구,Mar-22,336936
838,8,2824,단대오거리,Mar-22,264436
839,8,2825,신흥,Mar-22,114372
840,8,2826,수진,Mar-22,125462
841,8,2827,모란(8),Mar-22,99398
842,8,2828,남위례,Mar-22,117364
843,9,4126,언주,Mar-22,43037
844,9,4127,선정릉,Mar-22,38599
845,9,4128,삼성중앙,Mar-22,30305
846,9,4129,봉은사,Mar-22,68279
847,9,4130,종합운동장(9),Mar-22,16312
848,9,4131,삼전,Mar-22,41322
849,9,4132,석촌고분,Mar-22,33381
850,9,4133,석촌(9),Mar-22,42373
851,9,4134,송파나루,Mar-22,36964
852,9,4135,한성백제,Mar-22,18952
853,9,4136,올림픽공원(9),Mar-22,32515
854,9,4137,둔촌오륜,Mar-22,9678
855,9,4138,중앙보훈병원,Mar-22,49279
856,1,150,서울역(1),Apr-22,1154618
857,1,151,시청(1),Apr-22,584417
858,1,152,종각,Apr-22,843089
859,1,153,종로3가(1),Apr-22,648070
860,1,154,종로5가,Apr-22,618405
861,1,155,동대문(1),Apr-22,310264
862,1,156,신설동(1),Apr-22,367215
863,1,157,제기동,Apr-22,495137
864,1,158,청량리,Apr-22,562086
865,1,159,동묘앞(1),Apr-22,293582
866,2,201,시청(2),Apr-22,544967
867,2,202,을지로입구,Apr-22,998380
868,2,203,을지로3가(2),Apr-22,572628
869,2,204,을지로4가(2),Apr-22,329902
870,2,205,동대문역사문화공원(2),Apr-22,392191
871,2,206,신당(2),Apr-22,405707
872,2,207,상왕십리,Apr-22,367092
873,2,208,왕십리(2),Apr-22,381981
874,2,209,한양대,Apr-22,370373
875,2,210,뚝섬,Apr-22,660615
876,2,211,성수,Apr-22,1057808
877,2,212,건대입구(2),Apr-22,1126670
878,2,213,구의,Apr-22,618142
879,2,214,강변,Apr-22,813771
880,2,215,잠실나루,Apr-22,365618
881,2,216,잠실(2),Apr-22,2147958
882,2,217,잠실새내,Apr-22,591311
883,2,218,종합운동장(2),Apr-22,347397
884,2,219,삼성,Apr-22,1295112
885,2,220,선릉,Apr-22,1215548
886,2,221,역삼,Apr-22,1366691
887,2,222,강남,Apr-22,2166287
888,2,223,교대(2),Apr-22,962142
889,2,224,서초,Apr-22,526376
890,2,225,방배,Apr-22,501037
891,2,226,사당(2),Apr-22,1157894
892,2,227,낙성대,Apr-22,725856
893,2,228,서울대입구,Apr-22,1291861
894,2,229,봉천,Apr-22,589642
895,2,230,신림,Apr-22,1676852
896,2,231,신대방,Apr-22,716381
897,2,232,구로디지털단지,Apr-22,1498117
898,2,233,대림(2),Apr-22,670071
899,2,234,신도림,Apr-22,1325963
900,2,235,문래,Apr-22,582057
901,2,236,영등포구청(2),Apr-22,597721
902,2,237,당산,Apr-22,586443
903,2,238,합정(2),Apr-22,935736
904,2,239,홍대입구,Apr-22,1708557
905,2,240,신촌,Apr-22,925823
906,2,241,이대,Apr-22,393104
907,2,242,아현,Apr-22,270915
908,2,243,충정로(2),Apr-22,273609
909,2,244,용답,Apr-22,91235
910,2,245,신답,Apr-22,49780
911,2,246,신설동(2),Apr-22,102875
912,2,247,도림천,Apr-22,40913
913,2,248,양천구청,Apr-22,188784
914,2,249,신정네거리,Apr-22,285242
915,2,250,용두,Apr-22,65529
916,3,309,지축,Apr-22,127398
917,3,310,구파발,Apr-22,544535
918,3,311,연신내(3),Apr-22,954526
919,3,312,불광(3),Apr-22,481981
920,3,313,녹번,Apr-22,373964
921,3,314,홍제,Apr-22,463301
922,3,315,무악재,Apr-22,111016
923,3,316,독립문,Apr-22,214555
924,3,317,경복궁,Apr-22,619155
925,3,318,안국,Apr-22,631887
926,3,319,종로3가(3),Apr-22,309585
927,3,320,을지로3가(3),Apr-22,270966
928,3,322,동대입구,Apr-22,282204
929,3,323,약수(3),Apr-22,345394
930,3,324,금호,Apr-22,201832
931,3,325,옥수,Apr-22,258480
932,3,326,압구정,Apr-22,885287
933,3,327,신사,Apr-22,858245
934,3,328,잠원,Apr-22,130145
935,3,329,고속터미널(3),Apr-22,1212565
936,3,330,교대(3),Apr-22,239052
937,3,331,남부터미널,Apr-22,782158
938,3,332,양재,Apr-22,1060146
939,3,333,매봉,Apr-22,305074
940,3,334,도곡,Apr-22,148029
941,3,335,대치,Apr-22,289141
942,3,336,학여울,Apr-22,65325
943,3,337,대청,Apr-22,245259
944,3,338,일원,Apr-22,254727
945,3,339,수서,Apr-22,485421
946,3,340,가락시장(3),Apr-22,234819
947,3,341,경찰병원,Apr-22,186071
948,3,342,오금(3),Apr-22,152823
949,4,409,당고개,Apr-22,233488
950,4,410,상계,Apr-22,499540
951,4,411,노원(4),Apr-22,593214
952,4,412,창동,Apr-22,741260
953,4,413,쌍문,Apr-22,727802
954,4,414,수유,Apr-22,929966
955,4,415,미아,Apr-22,399121
956,4,416,미아사거리,Apr-22,730543
957,4,417,길음,Apr-22,559441
958,4,418,성신여대입구,Apr-22,549806
959,4,419,한성대입구,Apr-22,383471
960,4,420,혜화,Apr-22,919500
961,4,421,동대문(4),Apr-22,532250
962,4,422,동대문역사문화공원(4),Apr-22,360738
963,4,423,충무로(4),Apr-22,735022
964,4,424,명동,Apr-22,564751
965,4,425,회현,Apr-22,690317
966,4,426,서울역(4),Apr-22,458079
967,4,427,숙대입구,Apr-22,363091
968,4,428,삼각지(4),Apr-22,158552
969,4,429,신용산,Apr-22,442629
970,4,430,이촌,Apr-22,237455
971,4,431,동작,Apr-22,78893
972,4,432,이수(총신대입구),Apr-22,560998
973,4,433,사당(4),Apr-22,616375
974,4,434,남태령,Apr-22,28843
975,5,2511,방화,Apr-22,174593
976,5,2512,개화산,Apr-22,146545
977,5,2513,김포공항(5),Apr-22,212490
978,5,2514,송정,Apr-22,170332
979,5,2515,마곡,Apr-22,271597
980,5,2516,발산,Apr-22,560845
981,5,2517,우장산,Apr-22,385323
982,5,2518,화곡,Apr-22,713684
983,5,2519,까치산(5),Apr-22,745100
984,5,2520,신정,Apr-22,303801
985,5,2521,목동,Apr-22,471370
986,5,2522,오목교,Apr-22,614915
987,5,2523,양평(5),Apr-22,189322
988,5,2524,영등포구청(5),Apr-22,110029
989,5,2525,영등포시장,Apr-22,286248
990,5,2526,신길(5),Apr-22,117984
991,5,2527,여의도(5),Apr-22,776022
992,5,2528,여의나루,Apr-22,618458
993,5,2529,마포,Apr-22,377911
994,5,2530,공덕(5),Apr-22,379944
995,5,2531,애오개,Apr-22,176136
996,5,2532,충정로(5),Apr-22,121066
997,5,2533,서대문,Apr-22,480469
998,5,2534,광화문,Apr-22,786366
999,5,2535,종로3가(5),Apr-22,363989
1000,5,2536,을지로4가(5),Apr-22,161022
1001,5,2537,동대문역사문화공원(5),Apr-22,80472
1002,5,2538,청구(5),Apr-22,96458
1003,5,2539,신금호,Apr-22,179731
1004,5,2540,행당,Apr-22,191752
1005,5,2541,왕십리(5),Apr-22,147796
1006,5,2542,마장,Apr-22,146643
1007,5,2543,답십리,Apr-22,398383
1008,5,2544,장한평,Apr-22,482496
1009,5,2545,군자(5),Apr-22,338733
1010,5,2546,아차산,Apr-22,433924
1011,5,2547,광나루,Apr-22,344755
1012,5,2548,천호(5),Apr-22,505268
1013,5,2549,강동,Apr-22,481446
1014,5,2550,길동,Apr-22,222474
1015,5,2551,굽은다리,Apr-22,242052
1016,5,2552,명일,Apr-22,243273
1017,5,2553,고덕,Apr-22,252699
1018,5,2554,상일동,Apr-22,367779
1019,5,2555,둔촌동,Apr-22,227063
1020,5,2556,올림픽공원(5),Apr-22,109468
1021,5,2557,방이,Apr-22,195246
1022,5,2558,오금(5),Apr-22,99338
1023,5,2559,개롱,Apr-22,178368
1024,5,2560,거여,Apr-22,258439
1025,5,2561,마천,Apr-22,189600
1026,5,2562,강일,Apr-22,107700
1027,5,2563,미사,Apr-22,443312
1028,5,2564,하남풍산,Apr-22,113888
1029,5,2565,하남시청,Apr-22,184764
1030,5,2566,하남검단산,Apr-22,162483
1031,6,2611,응암,Apr-22,479953
1032,6,2612,역촌,Apr-22,116093
1033,6,2613,불광(6),Apr-22,119330
1034,6,2614,독바위,Apr-22,80857
1035,6,2616,구산,Apr-22,152926
1036,6,2617,새절,Apr-22,333465
1037,6,2618,증산,Apr-22,276521
1038,6,2619,디지털미디어시티(6),Apr-22,387181
1039,6,2620,월드컵경기장,Apr-22,147311
1040,6,2621,마포구청,Apr-22,335996
1041,6,2622,망원,Apr-22,424936
1042,6,2623,합정(6),Apr-22,367759
1043,6,2624,상수,Apr-22,287113
1044,6,2625,광흥창,Apr-22,226859
1045,6,2626,대흥,Apr-22,231090
1046,6,2627,공덕(6),Apr-22,455853
1047,6,2628,효창공원앞,Apr-22,177879
1048,6,2629,삼각지(6),Apr-22,156211
1049,6,2630,녹사평,Apr-22,148478
1050,6,2631,이태원,Apr-22,364213
1051,6,2632,한강진,Apr-22,276501
1052,6,2633,버티고개,Apr-22,57523
1053,6,2634,약수(6),Apr-22,97611
1054,6,2635,청구(6),Apr-22,103997
1055,6,2636,신당(6),Apr-22,234622
1056,6,2637,동묘앞(6),Apr-22,230071
1057,6,2638,창신,Apr-22,80645
1058,6,2639,보문,Apr-22,182724
1059,6,2640,안암,Apr-22,338547
1060,6,2641,고려대,Apr-22,221167
1061,6,2642,월곡,Apr-22,313264
1062,6,2643,상월곡,Apr-22,155732
1063,6,2644,돌곶이,Apr-22,236746
1064,6,2645,석계(6),Apr-22,351277
1065,6,2646,태릉입구(6),Apr-22,169990
1066,6,2647,화랑대,Apr-22,256057
1067,6,2648,봉화산,Apr-22,224866
1068,7,2711,장암,Apr-22,30048
1069,7,2712,도봉산(7),Apr-22,315911
1070,7,2713,수락산,Apr-22,345989
1071,7,2714,마들,Apr-22,325027
1072,7,2715,노원(7),Apr-22,552411
1073,7,2716,중계,Apr-22,359861
1074,7,2717,하계,Apr-22,458451
1075,7,2718,공릉,Apr-22,342290
1076,7,2719,태릉입구(7),Apr-22,233724
1077,7,2720,먹골,Apr-22,267189
1078,7,2721,중화,Apr-22,284830
1079,7,2722,상봉(7),Apr-22,433283
1080,7,2723,면목,Apr-22,422832
1081,7,2724,사가정,Apr-22,441013
1082,7,2725,용마산,Apr-22,165181
1083,7,2726,중곡,Apr-22,271534
1084,7,2727,군자(7),Apr-22,320716
1085,7,2728,어린이대공원,Apr-22,435428
1086,7,2729,건대입구(7),Apr-22,381486
1087,7,2730,뚝섬유원지,Apr-22,338781
1088,7,2731,청담,Apr-22,552885
1089,7,2732,강남구청,Apr-22,458715
1090,7,2733,학동,Apr-22,628889
1091,7,2734,논현,Apr-22,555530
1092,7,2735,반포,Apr-22,154557
1093,7,2736,고속터미널(7),Apr-22,366769
1094,7,2737,내방,Apr-22,378410
1095,7,2738,이수(7),Apr-22,413424
1096,7,2739,남성,Apr-22,275957
1097,7,2740,숭실대입구,Apr-22,388332
1098,7,2741,상도,Apr-22,289664
1099,7,2742,장승배기,Apr-22,233298
1100,7,2743,신대방삼거리,Apr-22,426787
1101,7,2744,보라매,Apr-22,266661
1102,7,2745,신풍,Apr-22,304476
1103,7,2746,대림(7),Apr-22,222907
1104,7,2747,남구로,Apr-22,417541
1105,7,2748,가산디지털단지(7),Apr-22,1072699
1106,7,2749,철산,Apr-22,575905
1107,7,2750,광명사거리,Apr-22,594823
1108,7,2751,천왕,Apr-22,287158
1109,7,2752,온수(7),Apr-22,269617
1110,8,2811,암사,Apr-22,445983
1111,8,2812,천호(8),Apr-22,468995
1112,8,2813,강동구청,Apr-22,276804
1113,8,2814,몽촌토성,Apr-22,175535
1114,8,2815,잠실(8),Apr-22,506642
1115,8,2816,석촌(8),Apr-22,273500
1116,8,2817,송파,Apr-22,214824
1117,8,2818,가락시장(8),Apr-22,229775
1118,8,2819,문정,Apr-22,561452
1119,8,2820,장지,Apr-22,443955
1120,8,2821,복정(8),Apr-22,225271
1121,8,2822,산성,Apr-22,152934
1122,8,2823,남한산성입구,Apr-22,371672
1123,8,2824,단대오거리,Apr-22,286421
1124,8,2825,신흥,Apr-22,124988
1125,8,2826,수진,Apr-22,135862
1126,8,2827,모란(8),Apr-22,115965
1127,8,2828,남위례,Apr-22,138756
1128,9,4126,언주,Apr-22,47832
1129,9,4127,선정릉,Apr-22,42942
1130,9,4128,삼성중앙,Apr-22,33246
1131,9,4129,봉은사,Apr-22,76138
1132,9,4130,종합운동장(9),Apr-22,19079
1133,9,4131,삼전,Apr-22,43015
1134,9,4132,석촌고분,Apr-22,37108
1135,9,4133,석촌(9),Apr-22,48555
1136,9,4134,송파나루,Apr-22,41650
1137,9,4135,한성백제,Apr-22,21309
1138,9,4136,올림픽공원(9),Apr-22,39874
1139,9,4137,둔촌오륜,Apr-22,10429
1140,9,4138,중앙보훈병원,Apr-22,54774
1141,1,150,서울역(1),May-22,1366591
1142,1,151,시청(1),May-22,658279
1143,1,152,종각,May-22,974712
1144,1,153,종로3가(1),May-22,720897
1145,1,154,종로5가,May-22,675247
1146,1,155,동대문(1),May-22,346998
1147,1,156,신설동(1),May-22,393349
1148,1,157,제기동,May-22,524263
1149,1,158,청량리,May-22,620038
1150,1,159,동묘앞(1),May-22,319554
1151,2,201,시청(2),May-22,606214
1152,2,202,을지로입구,May-22,1130909
1153,2,203,을지로3가(2),May-22,641773
1154,2,204,을지로4가(2),May-22,356582
1155,2,205,동대문역사문화공원(2),May-22,442654
1156,2,206,신당(2),May-22,434386
1157,2,207,상왕십리,May-22,396122
