연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
1719,1,158,청량리,Jul-22,580513
1720,1,159,동묘앞(1),Jul-22,280351
1721,2,201,시청(2),Jul-22,613806
1722,2,202,을지로입구,Jul-22,1162098
1723,2,203,을지로3가(2),Jul-22,642165
1724,2,204,을지로4가(2),Jul-22,354374
1725,2,205,동대문역사문화공원(2),Jul-22,449881
1726,2,206,신당(2),Jul-22,414353
1727,2,207,상왕십리,Jul-22,388093
1728,2,208,왕십리(2),Jul-22,402038
1729,2,209,한양대,Jul-22,221713
1730,2,210,뚝섬,Jul-22,666113
1731,2,211,성수,Jul-22,1138953
1732,2,212,건대입구(2),Jul-22,1152266
1733,2,213,구의,Jul-22,645827
1734,2,214,강변,Jul-22,926268
1735,2,215,잠실나루,Jul-22,382146
1736,2,216,잠실(2),Jul-22,2212989
1737,2,217,잠실새내,Jul-22,644824
1738,2,218,종합운동장(2),Jul-22,452319
1739,2,219,삼성,Jul-22,1590363
1740,2,220,선릉,Jul-22,1337009
1741,2,221,역삼,Jul-22,1520948
1742,2,222,강남,Jul-22,2333099
1743,2,223,교대(2),Jul-22,1025284
1744,2,224,서초,Jul-22,577848
1745,2,225,방배,Jul-22,458127
1746,2,226,사당(2),Jul-22,1242380
1747,2,227,낙성대,Jul-22,764617
1748,2,228,서울대입구,Jul-22,1319764
1749,2,229,봉천,Jul-22,630723
1750,2,230,신림,Jul-22,1632136
1751,2,231,신대방,Jul-22,711055
1752,2,232,구로디지털단지,Jul-22,1607975
1753,2,233,대림(2),Jul-22,705700
1754,2,234,신도림,Jul-22,1381249
1755,2,235,문래,Jul-22,617511
1756,2,236,영등포구청(2),Jul-22,607199
1757,2,237,당산,Jul-22,581884
1758,2,238,합정(2),Jul-22,1024271
1759,2,239,홍대입구,Jul-22,2042916
1760,2,240,신촌,Jul-22,1068373
1761,2,241,이대,Jul-22,413626
1762,2,242,아현,Jul-22,280520
1763,2,243,충정로(2),Jul-22,285558
1764,2,244,용답,Jul-22,79805
1765,2,245,신답,Jul-22,53509
1766,2,246,신설동(2),Jul-22,107914
1767,2,247,도림천,Jul-22,39999
1768,2,248,양천구청,Jul-22,197492
1769,2,249,신정네거리,Jul-22,299890
1770,2,250,용두,Jul-22,67609
1771,3,309,지축,Jul-22,140231
1772,3,310,구파발,Jul-22,599929
1773,3,311,연신내(3),Jul-22,983093
1774,3,312,불광(3),Jul-22,501410
1775,3,313,녹번,Jul-22,382406
1776,3,314,홍제,Jul-22,462977
1777,3,315,무악재,Jul-22,111111
1778,3,316,독립문,Jul-22,206841
1779,3,317,경복궁,Jul-22,637924
1780,3,318,안국,Jul-22,663799
1781,3,319,종로3가(3),Jul-22,337790
1782,3,320,을지로3가(3),Jul-22,292688
1783,3,322,동대입구,Jul-22,258106
1784,3,323,약수(3),Jul-22,352964
1785,3,324,금호,Jul-22,206441
1786,3,325,옥수,Jul-22,267047
1787,3,326,압구정,Jul-22,986301
1788,3,327,신사,Jul-22,876548
1789,3,328,잠원,Jul-22,132343
1790,3,329,고속터미널(3),Jul-22,1402838
1791,3,330,교대(3),Jul-22,250660
1792,3,331,남부터미널,Jul-22,849472
1793,3,332,양재,Jul-22,1088254
1794,3,333,매봉,Jul-22,323994
1795,3,334,도곡,Jul-22,145659
1796,3,335,대치,Jul-22,329530
1797,3,336,학여울,Jul-22,68785
1798,3,337,대청,Jul-22,259263
1799,3,338,일원,Jul-22,271635
1800,3,339,수서,Jul-22,517473
1801,3,340,가락시장(3),Jul-22,240833
1802,3,341,경찰병원,Jul-22,198008
1803,3,342,오금(3),Jul-22,155402
1804,4,409,당고개,Jul-22,240494
1805,4,410,상계,Jul-22,498854
1806,4,411,노원(4),Jul-22,615137
1807,4,412,창동,Jul-22,769864
1808,4,413,쌍문,Jul-22,743078
1809,4,414,수유,Jul-22,953496
1810,4,415,미아,Jul-22,395194
1811,4,416,미아사거리,Jul-22,756501
1812,4,417,길음,Jul-22,558777
1813,4,418,성신여대입구,Jul-22,551568
1814,4,419,한성대입구,Jul-22,362841
1815,4,420,혜화,Jul-22,1010074
1816,4,421,동대문(4),Jul-22,561335
1817,4,422,동대문역사문화공원(4),Jul-22,402814
1818,4,423,충무로(4),Jul-22,713775
1819,4,424,명동,Jul-22,614573
1820,4,425,회현,Jul-22,704279
1821,4,426,서울역(4),Jul-22,542166
1822,4,427,숙대입구,Jul-22,363744
1823,4,428,삼각지(4),Jul-22,177118
1824,4,429,신용산,Jul-22,527737
1825,4,430,이촌,Jul-22,299558
1826,4,431,동작,Jul-22,59728
1827,4,432,이수(총신대입구),Jul-22,583202
1828,4,433,사당(4),Jul-22,644640
1829,4,434,남태령,Jul-22,33571
1830,5,2511,방화,Jul-22,185674
1831,5,2512,개화산,Jul-22,152171
1832,5,2513,김포공항(5),Jul-22,248678
1833,5,2514,송정,Jul-22,175451
1834,5,2515,마곡,Jul-22,291572
1835,5,2516,발산,Jul-22,597085
1836,5,2517,우장산,Jul-22,399798
1837,5,2518,화곡,Jul-22,740909
1838,5,2519,까치산(5),Jul-22,772461
1839,5,2520,신정,Jul-22,315925
1840,5,2521,목동,Jul-22,490040
1841,5,2522,오목교,Jul-22,658945
1842,5,2523,양평(5),Jul-22,197208
1843,5,2524,영등포구청(5),Jul-22,113877
1844,5,2525,영등포시장,Jul-22,303708
1845,5,2526,신길(5),Jul-22,126003
1846,5,2527,여의도(5),Jul-22,803491
1847,5,2528,여의나루,Jul-22,405137
1848,5,2529,마포,Jul-22,391557
1849,5,2530,공덕(5),Jul-22,401247
1850,5,2531,애오개,Jul-22,183226
1851,5,2532,충정로(5),Jul-22,118368
1852,5,2533,서대문,Jul-22,501399
1853,5,2534,광화문,Jul-22,881792
1854,5,2535,종로3가(5),Jul-22,389269
1855,5,2536,을지로4가(5),Jul-22,167237
1856,5,2537,동대문역사문화공원(5),Jul-22,92502
1857,5,2538,청구(5),Jul-22,100359
1858,5,2539,신금호,Jul-22,183985
1859,5,2540,행당,Jul-22,202227
1860,5,2541,왕십리(5),Jul-22,154166
1861,5,2542,마장,Jul-22,146247
1862,5,2543,답십리,Jul-22,418678
1863,5,2544,장한평,Jul-22,512507
1864,5,2545,군자(5),Jul-22,349903
1865,5,2546,아차산,Jul-22,399590
1866,5,2547,광나루,Jul-22,349201
1867,5,2548,천호(5),Jul-22,542566
1868,5,2549,강동,Jul-22,501278
1869,5,2550,길동,Jul-22,236597
1870,5,2551,굽은다리,Jul-22,269131
1871,5,2552,명일,Jul-22,253296
1872,5,2553,고덕,Jul-22,269802
1873,5,2554,상일동,Jul-22,384501
1874,5,2555,둔촌동,Jul-22,231281
1875,5,2556,올림픽공원(5),Jul-22,105524
1876,5,2557,방이,Jul-22,207263
1877,5,2558,오금(5),Jul-22,100322
1878,5,2559,개롱,Jul-22,188195
1879,5,2560,거여,Jul-22,268754
1880,5,2561,마천,Jul-22,196588
1881,5,2562,강일,Jul-22,123178
1882,5,2563,미사,Jul-22,475157
1883,5,2564,하남풍산,Jul-22,119793
1884,5,2565,하남시청,Jul-22,197533
1885,5,2566,하남검단산,Jul-22,176265
1886,6,2611,응암,Jul-22,487737
1887,6,2612,역촌,Jul-22,119410
1888,6,2613,불광(6),Jul-22,129745
1889,6,2614,독바위,Jul-22,84889
1890,6,2616,구산,Jul-22,166245
1891,6,2617,새절,Jul-22,325662
1892,6,2618,증산,Jul-22,277635
1893,6,2619,디지털미디어시티(6),Jul-22,427459
1894,6,2620,월드컵경기장,Jul-22,195218
1895,6,2621,마포구청,Jul-22,360469
1896,6,2622,망원,Jul-22,441648
1897,6,2623,합정(6),Jul-22,399449
1898,6,2624,상수,Jul-22,315410
1899,6,2625,광흥창,Jul-22,243915
1900,6,2626,대흥,Jul-22,242358
1901,6,2627,공덕(6),Jul-22,483207
1902,6,2628,효창공원앞,Jul-22,175231
1903,6,2629,삼각지(6),Jul-22,176062
1904,6,2630,녹사평,Jul-22,158517
1905,6,2631,이태원,Jul-22,416099
1906,6,2632,한강진,Jul-22,307222
1907,6,2633,버티고개,Jul-22,60570
1908,6,2634,약수(6),Jul-22,103416
1909,6,2635,청구(6),Jul-22,103665
1910,6,2636,신당(6),Jul-22,234302
1911,6,2637,동묘앞(6),Jul-22,238488
1912,6,2638,창신,Jul-22,79498
1913,6,2639,보문,Jul-22,194213
1914,6,2640,안암,Jul-22,291218
1915,6,2641,고려대,Jul-22,217389
1916,6,2642,월곡,Jul-22,313581
1917,6,2643,상월곡,Jul-22,157602
1918,6,2644,돌곶이,Jul-22,243411
1919,6,2645,석계(6),Jul-22,352416
1920,6,2646,태릉입구(6),Jul-22,169147
1921,6,2647,화랑대,Jul-22,247150
1922,6,2648,봉화산,Jul-22,237418
1923,7,2711,장암,Jul-22,34450
1924,7,2712,도봉산(7),Jul-22,303497
1925,7,2713,수락산,Jul-22,370323
1926,7,2714,마들,Jul-22,343027
1927,7,2715,노원(7),Jul-22,612315
1928,7,2716,중계,Jul-22,364085
1929,7,2717,하계,Jul-22,468551
1930,7,2718,공릉,Jul-22,329524
1931,7,2719,태릉입구(7),Jul-22,230114
1932,7,2720,먹골,Jul-22,282726
1933,7,2721,중화,Jul-22,292849
1934,7,2722,상봉(7),Jul-22,458421
1935,7,2723,면목,Jul-22,406122
1936,7,2724,사가정,Jul-22,445988
1937,7,2725,용마산,Jul-22,165938
1938,7,2726,중곡,Jul-22,282798
1939,7,2727,군자(7),Jul-22,337465
1940,7,2728,어린이대공원,Jul-22,364510
1941,7,2729,건대입구(7),Jul-22,396118
1942,7,2730,뚝섬유원지,Jul-22,257558
1943,7,2731,청담,Jul-22,590370
1944,7,2732,강남구청,Jul-22,492488
1945,7,2733,학동,Jul-22,656033
1946,7,2734,논현,Jul-22,531954
1947,7,2735,반포,Jul-22,167727
1948,7,2736,고속터미널(7),Jul-22,403141
1949,7,2737,내방,Jul-22,401802
1950,7,2738,이수(7),Jul-22,456751
1951,7,2739,남성,Jul-22,289646
1952,7,2740,숭실대입구,Jul-22,335144
1953,7,2741,상도,Jul-22,294384
1954,7,2742,장승배기,Jul-22,253122
1955,7,2743,신대방삼거리,Jul-22,407965
1956,7,2744,보라매,Jul-22,219932
1957,7,2745,신풍,Jul-22,322633
1958,7,2746,대림(7),Jul-22,253744
1959,7,2747,남구로,Jul-22,441463
1960,7,2748,가산디지털단지(7),Jul-22,1116312
1961,7,2749,철산,Jul-22,606458
1962,7,2750,광명사거리,Jul-22,612771
1963,7,2751,천왕,Jul-22,301409
1964,7,2752,온수(7),Jul-22,253912
1965,8,2811,암사,Jul-22,465069
1966,8,2812,천호(8),Jul-22,491745
1967,8,2813,강동구청,Jul-22,291773
1968,8,2814,몽촌토성,Jul-22,177035
1969,8,2815,잠실(8),Jul-22,540336
1970,8,2816,석촌(8),Jul-22,253034
1971,8,2817,송파,Jul-22,242937
1972,8,2818,가락시장(8),Jul-22,234184
1973,8,2819,문정,Jul-22,581659
1974,8,2820,장지,Jul-22,469845
1975,8,2821,복정(8),Jul-22,218906
1976,8,2822,산성,Jul-22,151423
1977,8,2823,남한산성입구,Jul-22,336976
1978,8,2824,단대오거리,Jul-22,286365
1979,8,2825,신흥,Jul-22,136652
1980,8,2826,수진,Jul-22,142545
1981,8,2827,모란(8),Jul-22,112502
1982,8,2828,남위례,Jul-22,157064
1983,9,4126,언주,Jul-22,52199
1984,9,4127,선정릉,Jul-22,47490
1985,9,4128,삼성중앙,Jul-22,38546
1986,9,4129,봉은사,Jul-22,95218
1987,9,4130,종합운동장(9),Jul-22,21176
1988,9,4131,삼전,Jul-22,48132
1989,9,4132,석촌고분,Jul-22,40988
1990,9,4133,석촌(9),Jul-22,50904
1991,9,4134,송파나루,Jul-22,44038
1992,9,4135,한성백제,Jul-22,21930
1993,9,4136,올림픽공원(9),Jul-22,40569
1994,9,4137,둔촌오륜,Jul-22,10236
1995,9,4138,중앙보훈병원,Jul-22,58910
1996,1,150,서울역(1),Aug-22,1308757
1997,1,151,시청(1),Aug-22,649885
1998,1,152,종각,Aug-22,963022
1999,1,153,종로3가(1),Aug-22,661307
2000,1,154,종로5가,Aug-22,616993
2001,1,155,동대문(1),Aug-22,295307
2002,1,156,신설동(1),Aug-22,358114
2003,1,157,제기동,Aug-22,493439
2004,1,158,청량리,Aug-22,566099
2005,1,159,동묘앞(1),Aug-22,261286
2006,2,201,시청(2),Aug-22,597267
2007,2,202,을지로입구,Aug-22,1147831
2008,2,203,을지로3가(2),Aug-22,623713
2009,2,204,을지로4가(2),Aug-22,351501
2010,2,205,동대문역사문화공원(2),Aug-22,424713
2011,2,206,신당(2),Aug-22,403278
2012,2,207,상왕십리,Aug-22,376537
2013,2,208,왕십리(2),Aug-22,383640
2014,2,209,한양대,Aug-22,202956
2015,2,210,뚝섬,Aug-22,650811
2016,2,211,성수,Aug-22,1105060
2017,2,212,건대입구(2),Aug-22,1093327
2018,2,213,구의,Aug-22,629963
2019,2,214,강변,Aug-22,901206
2020,2,215,잠실나루,Aug-22,377036
2021,2,216,잠실(2),Aug-22,2087236
2022,2,217,잠실새내,Aug-22,616035
2023,2,218,종합운동장(2),Aug-22,397422
2024,2,219,삼성,Aug-22,1479875
2025,2,220,선릉,Aug-22,1297526
2026,2,221,역삼,Aug-22,1494004
2027,2,222,강남,Aug-22,2152978
2028,2,223,교대(2),Aug-22,982996
2029,2,224,서초,Aug-22,553058
2030,2,225,방배,Aug-22,439665
2031,2,226,사당(2),Aug-22,1164182
2032,2,227,낙성대,Aug-22,738734
2033,2,228,서울대입구,Aug-22,1267303
2034,2,229,봉천,Aug-22,618861
2035,2,230,신림,Aug-22,1566109
2036,2,231,신대방,Aug-22,683590
2037,2,232,구로디지털단지,Aug-22,1557588
2038,2,233,대림(2),Aug-22,684030
2039,2,234,신도림,Aug-22,1330414
2040,2,235,문래,Aug-22,599311
2041,2,236,영등포구청(2),Aug-22,595227
2042,2,237,당산,Aug-22,561948
2043,2,238,합정(2),Aug-22,988158
2044,2,239,홍대입구,Aug-22,1943348
2045,2,240,신촌,Aug-22,1014872
2046,2,241,이대,Aug-22,395222
2047,2,242,아현,Aug-22,272510
2048,2,243,충정로(2),Aug-22,279703
2049,2,244,용답,Aug-22,78458
2050,2,245,신답,Aug-22,51673
2051,2,246,신설동(2),Aug-22,99599
2052,2,247,도림천,Aug-22,38732
2053,2,248,양천구청,Aug-22,191330
2054,2,249,신정네거리,Aug-22,288558
2055,2,250,용두,Aug-22,67653
2056,3,309,지축,Aug-22,138542
2057,3,310,구파발,Aug-22,570833
2058,3,311,연신내(3),Aug-22,946481
2059,3,312,불광(3),Aug-22,479535
2060,3,313,녹번,Aug-22,371178
2061,3,314,홍제,Aug-22,448471
2062,3,315,무악재,Aug-22,107268
2063,3,316,독립문,Aug-22,202622
2064,3,317,경복궁,Aug-22,606647
2065,3,318,안국,Aug-22,631100
2066,3,319,종로3가(3),Aug-22,317369
2067,3,320,을지로3가(3),Aug-22,281655
2068,3,322,동대입구,Aug-22,257905
2069,3,323,약수(3),Aug-22,342845
2070,3,324,금호,Aug-22,201922
2071,3,325,옥수,Aug-22,259399
2072,3,326,압구정,Aug-22,943914
2073,3,327,신사,Aug-22,833201
2074,3,328,잠원,Aug-22,128687
2075,3,329,고속터미널(3),Aug-22,1322085
2076,3,330,교대(3),Aug-22,242524
2077,3,331,남부터미널,Aug-22,813746
2078,3,332,양재,Aug-22,1044475
2079,3,333,매봉,Aug-22,309725
2080,3,334,도곡,Aug-22,140566
2081,3,335,대치,Aug-22,323945
2082,3,336,학여울,Aug-22,75103
2083,3,337,대청,Aug-22,256593
2084,3,338,일원,Aug-22,268149
2085,3,339,수서,Aug-22,501174
2086,3,340,가락시장(3),Aug-22,236635
2087,3,341,경찰병원,Aug-22,195728
2088,3,342,오금(3),Aug-22,151199
2089,4,409,당고개,Aug-22,233501
2090,4,410,상계,Aug-22,481871
2091,4,411,노원(4),Aug-22,589617
2092,4,412,창동,Aug-22,740005
2093,4,413,쌍문,Aug-22,723196
2094,4,414,수유,Aug-22,924776
2095,4,415,미아,Aug-22,384005
2096,4,416,미아사거리,Aug-22,723702
2097,4,417,길음,Aug-22,540421
2098,4,418,성신여대입구,Aug-22,534539
2099,4,419,한성대입구,Aug-22,351101
2100,4,420,혜화,Aug-22,981347
2101,4,421,동대문(4),Aug-22,503726
2102,4,422,동대문역사문화공원(4),Aug-22,387208
2103,4,423,충무로(4),Aug-22,691612
2104,4,424,명동,Aug-22,619825
2105,4,425,회현,Aug-22,654668
2106,4,426,서울역(4),Aug-22,527064
2107,4,427,숙대입구,Aug-22,352274
2108,4,428,삼각지(4),Aug-22,176806
2109,4,429,신용산,Aug-22,517698
2110,4,430,이촌,Aug-22,306167
2111,4,431,동작,Aug-22,61242
2112,4,432,이수(총신대입구),Aug-22,558575
2113,4,433,사당(4),Aug-22,604088
2114,4,434,남태령,Aug-22,32724
2115,5,2511,방화,Aug-22,179131
2116,5,2512,개화산,Aug-22,147447
2117,5,2513,김포공항(5),Aug-22,232638
2118,5,2514,송정,Aug-22,168844
2119,5,2515,마곡,Aug-22,282414
2120,5,2516,발산,Aug-22,576375
2121,5,2517,우장산,Aug-22,390530
2122,5,2518,화곡,Aug-22,722914
2123,5,2519,까치산(5),Aug-22,749853
2124,5,2520,신정,Aug-22,305358
2125,5,2521,목동,Aug-22,478446
2126,5,2522,오목교,Aug-22,641217
2127,5,2523,양평(5),Aug-22,192438
2128,5,2524,영등포구청(5),Aug-22,112994
2129,5,2525,영등포시장,Aug-22,293359
2130,5,2526,신길(5),Aug-22,122588
2131,5,2527,여의도(5),Aug-22,805109
2132,5,2528,여의나루,Aug-22,409660
2133,5,2529,마포,Aug-22,382530
2134,5,2530,공덕(5),Aug-22,390186
2135,5,2531,애오개,Aug-22,176367
2136,5,2532,충정로(5),Aug-22,119741
2137,5,2533,서대문,Aug-22,492338
2138,5,2534,광화문,Aug-22,920645
2139,5,2535,종로3가(5),Aug-22,373840
2140,5,2536,을지로4가(5),Aug-22,164549
2141,5,2537,동대문역사문화공원(5),Aug-22,93629
2142,5,2538,청구(5),Aug-22,97103
2143,5,2539,신금호,Aug-22,177326
2144,5,2540,행당,Aug-22,197574
2145,5,2541,왕십리(5),Aug-22,146225
2146,5,2542,마장,Aug-22,143096
2147,5,2543,답십리,Aug-22,416756
2148,5,2544,장한평,Aug-22,496180
2149,5,2545,군자(5),Aug-22,338834
2150,5,2546,아차산,Aug-22,386607
2151,5,2547,광나루,Aug-22,344817
2152,5,2548,천호(5),Aug-22,519495
2153,5,2549,강동,Aug-22,491123
2154,5,2550,길동,Aug-22,230262
2155,5,2551,굽은다리,Aug-22,255940
2156,5,2552,명일,Aug-22,244246
2157,5,2553,고덕,Aug-22,260833
2158,5,2554,상일동,Aug-22,373041
2159,5,2555,둔촌동,Aug-22,223706
2160,5,2556,올림픽공원(5),Aug-22,120575
2161,5,2557,방이,Aug-22,201719
2162,5,2558,오금(5),Aug-22,97060
2163,5,2559,개롱,Aug-22,181177
2164,5,2560,거여,Aug-22,258714
2165,5,2561,마천,Aug-22,189691
2166,5,2562,강일,Aug-22,120658
2167,5,2563,미사,Aug-22,462251
2168,5,2564,하남풍산,Aug-22,114084
2169,5,2565,하남시청,Aug-22,188000
2170,5,2566,하남검단산,Aug-22,167905
2171,6,2611,응암,Aug-22,470674
2172,6,2612,역촌,Aug-22,120012
2173,6,2613,불광(6),Aug-22,123477
2174,6,2614,독바위,Aug-22,81394
2175,6,2616,구산,Aug-22,162004
2176,6,2617,새절,Aug-22,314426
2177,6,2618,증산,Aug-22,267940
2178,6,2619,디지털미디어시티(6),Aug-22,419585
2179,6,2620,월드컵경기장,Aug-22,152672
2180,6,2621,마포구청,Aug-22,352351
2181,6,2622,망원,Aug-22,435660
2182,6,2623,합정(6),Aug-22,380934
2183,6,2624,상수,Aug-22,307396
2184,6,2625,광흥창,Aug-22,238679
2185,6,2626,대흥,Aug-22,232368
2186,6,2627,공덕(6),Aug-22,473862
2187,6,2628,효창공원앞,Aug-22,171554
2188,6,2629,삼각지(6),Aug-22,170183
2189,6,2630,녹사평,Aug-22,152319
2190,6,2631,이태원,Aug-22,402029
2191,6,2632,한강진,Aug-22,288833
2192,6,2633,버티고개,Aug-22,59599
2193,6,2634,약수(6),Aug-22,98739
2194,6,2635,청구(6),Aug-22,100772
2195,6,2636,신당(6),Aug-22,227469
2196,6,2637,동묘앞(6),Aug-22,225901
2197,6,2638,창신,Aug-22,77669
2198,6,2639,보문,Aug-22,186210
2199,6,2640,안암,Aug-22,284444
2200,6,2641,고려대,Aug-22,208405
2201,6,2642,월곡,Aug-22,305819
2202,6,2643,상월곡,Aug-22,152865
2203,6,2644,돌곶이,Aug-22,238118
2204,6,2645,석계(6),Aug-22,343298
2205,6,2646,태릉입구(6),Aug-22,163930
2206,6,2647,화랑대,Aug-22,237054
2207,6,2648,봉화산,Aug-22,229361
2208,7,2711,장암,Aug-22,31730
2209,7,2712,도봉산(7),Aug-22,287148
2210,7,2713,수락산,Aug-22,353763
2211,7,2714,마들,Aug-22,333545
2212,7,2715,노원(7),Aug-22,583516
2213,7,2716,중계,Aug-22,348067
2214,7,2717,하계,Aug-22,449177
2215,7,2718,공릉,Aug-22,312192
2216,7,2719,태릉입구(7),Aug-22,221494
2217,7,2720,먹골,Aug-22,275063
2218,7,2721,중화,Aug-22,281367
2219,7,2722,상봉(7),Aug-22,443806
2220,7,2723,면목,Aug-22,396423
2221,7,2724,사가정,Aug-22,431361
2222,7,2725,용마산,Aug-22,160219
2223,7,2726,중곡,Aug-22,275881
2224,7,2727,군자(7),Aug-22,328886
2225,7,2728,어린이대공원,Aug-22,374304
2226,7,2729,건대입구(7),Aug-22,380897
2227,7,2730,뚝섬유원지,Aug-22,251438
2228,7,2731,청담,Aug-22,576200
2229,7,2732,강남구청,Aug-22,485694
2230,7,2733,학동,Aug-22,643287
2231,7,2734,논현,Aug-22,512164
2232,7,2735,반포,Aug-22,162761
2233,7,2736,고속터미널(7),Aug-22,385848
2234,7,2737,내방,Aug-22,390342
2235,7,2738,이수(7),Aug-22,417149
2236,7,2739,남성,Aug-22,285273
2237,7,2740,숭실대입구,Aug-22,322717
2238,7,2741,상도,Aug-22,285832
2239,7,2742,장승배기,Aug-22,247187
2240,7,2743,신대방삼거리,Aug-22,391199
2241,7,2744,보라매,Aug-22,207275
2242,7,2745,신풍,Aug-22,307555
2243,7,2746,대림(7),Aug-22,245685
2244,7,2747,남구로,Aug-22,429173
2245,7,2748,가산디지털단지(7),Aug-22,1083488
2246,7,2749,철산,Aug-22,582502
2247,7,2750,광명사거리,Aug-22,588556
2248,7,2751,천왕,Aug-22,289970
2249,7,2752,온수(7),Aug-22,248056
2250,8,2811,암사,Aug-22,453107
2251,8,2812,천호(8),Aug-22,472489
2252,8,2813,강동구청,Aug-22,282283
2253,8,2814,몽촌토성,Aug-22,171541
2254,8,2815,잠실(8),Aug-22,510141
2255,8,2816,석촌(8),Aug-22,245031
2256,8,2817,송파,Aug-22,234614
2257,8,2818,가락시장(8),Aug-22,226320
2258,8,2819,문정,Aug-22,569490
2259,8,2820,장지,Aug-22,448287
2260,8,2821,복정(8),Aug-22,210960
2261,8,2822,산성,Aug-22,145704
2262,8,2823,남한산성입구,Aug-22,329224
2263,8,2824,단대오거리,Aug-22,278507
2264,8,2825,신흥,Aug-22,131443
2265,8,2826,수진,Aug-22,138265
2266,8,2827,모란(8),Aug-22,109975
2267,8,2828,남위례,Aug-22,154164
2268,9,4126,언주,Aug-22,51945
2269,9,4127,선정릉,Aug-22,46445
2270,9,4128,삼성중앙,Aug-22,37681
2271,9,4129,봉은사,Aug-22,90351
2272,9,4130,종합운동장(9),Aug-22,21035
2273,9,4131,삼전,Aug-22,47780
2274,9,4132,석촌고분,Aug-22,41227
2275,9,4133,석촌(9),Aug-22,50648
2276,9,4134,송파나루,Aug-22,43206
2277,9,4135,한성백제,Aug-22,21714
2278,9,4136,올림픽공원(9),Aug-22,43495
2279,9,4137,둔촌오륜,Aug-22,9659
2280,9,4138,중앙보훈병원,Aug-22,57410
