호선,고유역번호(외부역코드),연월,하차인원수,자치구코드,호선역
9,4138,202206,57423,111274,중앙보훈병원(9)
1,150,202207,1339173,111121,서울역(1)
1,151,202207,657393,111121,시청(1)
1,152,202207,985824,111123,종각(1)
1,153,202207,698755,111123,종로3가(1)
1,154,202207,642341,111123,종로5가(1)
1,155,202207,319821,111123,동대문(1)
1,156,202207,377013,111152,신설동(1)
1,157,202207,496234,111152,제기동(1)
1,158,202207,580513,111152,청량리(1)
1,159,202207,280351,111123,동묘앞(1)
2,201,202207,613806,111121,시청(2)
2,202,202207,1162098,111121,을지로입구(2)
2,203,202207,642165,111121,을지로3가(2)
2,204,202207,354374,111121,을지로4가(2)
2,205,202207,449881,111121,동대문역사문화공원(2)
2,206,202207,414353,111121,신당(2)
2,207,202207,388093,111142,상왕십리(2)
2,208,202207,402038,111142,왕십리(2)
2,209,202207,221713,111142,한양대(2)
2,210,202207,666113,111142,뚝섬(2)
2,211,202207,1138953,111142,성수(2)
2,212,202207,1152266,111141,건대입구(2)
2,213,202207,645827,111141,구의(2)
2,214,202207,926268,111141,강변(2)
2,215,202207,382146,111273,잠실나루(2)
2,216,202207,2212989,111273,잠실(2)
2,217,202207,644824,111273,잠실새내(2)
2,218,202207,452319,111273,종합운동장(2)
2,219,202207,1590363,111261,삼성(2)
2,220,202207,1337009,111261,선릉(2)
2,221,202207,1520948,111261,역삼(2)
2,222,202207,2333099,111261,강남(2)
2,223,202207,1025284,111262,교대(2)
2,224,202207,577848,111262,서초(2)
2,225,202207,458127,111262,방배(2)
2,226,202207,1242380,111241,사당(2)
2,227,202207,764617,111251,낙성대(2)
2,228,202207,1319764,111251,서울대입구(2)
2,229,202207,630723,111251,봉천(2)
2,230,202207,1632136,111251,신림(2)
2,231,202207,711055,111241,신대방(2)
2,232,202207,1607975,111221,구로디지털단지(2)
2,233,202207,705700,111221,대림(2)
2,234,202207,1381249,111221,신도림(2)
2,235,202207,617511,111231,문래(2)
2,236,202207,607199,111231,영등포구청(2)
2,237,202207,581884,111231,당산(2)
2,238,202207,1024271,111201,합정(2)
2,239,202207,2042916,111201,홍대입구(2)
2,240,202207,1068373,111201,신촌(2)
2,241,202207,413626,111201,이대(2)
2,242,202207,280520,111201,아현(2)
2,243,202207,285558,111191,충정로(2)
2,244,202207,79805,111142,용답(2)
2,245,202207,53509,111142,신답(2)
2,246,202207,107914,111152,신설동(2)
2,247,202207,39999,111221,도림천(2)
2,248,202207,197492,111301,양천구청(2)
2,249,202207,299890,111301,신정네거리(2)
2,250,202207,67609,111152,용두(2)
3,310,202207,599929,111181,구파발(3)
3,311,202207,983093,111181,연신내(3)
3,312,202207,501410,111181,불광(3)
3,313,202207,382406,111181,녹번(3)
3,314,202207,462977,111191,홍제(3)
3,315,202207,111111,111191,무악재(3)
3,316,202207,206841,111191,독립문(3)
3,317,202207,637924,111123,경복궁(3)
3,318,202207,663799,111123,안국(3)
3,319,202207,337790,111123,종로3가(3)
3,320,202207,292688,111121,을지로3가(3)
3,322,202207,258106,111121,동대입구(3)
3,323,202207,352964,111121,약수(3)
3,324,202207,206441,111142,금호(3)
3,325,202207,267047,111142,옥수(3)
3,326,202207,986301,111261,압구정(3)
3,327,202207,876548,111261,신사(3)
3,328,202207,132343,111262,잠원(3)
3,329,202207,1402838,111262,고속터미널(3)
3,330,202207,250660,111262,교대(3)
3,331,202207,849472,111262,남부터미널(3)
3,332,202207,1088254,111262,양재(3)
3,333,202207,323994,111261,매봉(3)
3,334,202207,145659,111261,도곡(3)
3,335,202207,329530,111261,대치(3)
3,336,202207,68785,111261,학여울(3)
3,337,202207,259263,111261,대청(3)
3,338,202207,271635,111261,일원(3)
3,339,202207,517473,111261,수서(3)
3,340,202207,240833,111273,가락시장(3)
3,341,202207,198008,111273,경찰병원(3)
3,342,202207,155402,111273,오금(3)
4,409,202207,240494,111311,당고개(4)
4,410,202207,498854,111311,상계(4)
4,411,202207,615137,111311,노원(4)
4,412,202207,769864,111171,창동(4)
4,413,202207,743078,111171,쌍문(4)
4,414,202207,953496,111291,수유(4)
4,415,202207,395194,111291,미아(4)
4,416,202207,756501,111291,미아사거리(4)
4,417,202207,558777,111161,길음(4)
4,418,202207,551568,111161,성신여대입구(4)
4,419,202207,362841,111161,한성대입구(4)
4,420,202207,1010074,111123,혜화(4)
4,421,202207,561335,111123,동대문(4)
4,422,202207,402814,111121,동대문역사문화공원(4)
4,423,202207,713775,111121,충무로(4)
4,424,202207,614573,111121,명동(4)
4,425,202207,704279,111121,회현(4)
4,426,202207,542166,111131,서울역(4)
4,427,202207,363744,111131,숙대입구(4)
4,428,202207,177118,111131,삼각지(4)
4,429,202207,527737,111131,신용산(4)
4,430,202207,299558,111131,이촌(4)
4,431,202207,59728,111241,동작(4)
4,432,202207,583202,111241,이수(4)
4,433,202207,644640,111241,사당(4)
4,434,202207,33571,111262,남태령(4)
5,2511,202207,185674,111212,방화(5)
5,2512,202207,152171,111212,개화산(5)
5,2513,202207,248678,111212,김포공항(5)
5,2514,202207,175451,111212,송정(5)
5,2515,202207,291572,111212,마곡(5)
5,2516,202207,597085,111212,발산(5)
5,2517,202207,399798,111212,우장산(5)
5,2518,202207,740909,111212,화곡(5)
5,2519,202207,772461,111212,까치산(5)
5,2520,202207,315925,111301,신정(5)
5,2521,202207,490040,111301,목동(5)
5,2522,202207,658945,111301,오목교(5)
5,2523,202207,197208,111231,양평(5)
5,2524,202207,113877,111231,영등포구청(5)
5,2525,202207,303708,111231,영등포시장(5)
5,2526,202207,126003,111231,신길(5)
5,2527,202207,803491,111231,여의도(5)
5,2528,202207,405137,111231,여의나루(5)
5,2529,202207,391557,111201,마포(5)
5,2530,202207,401247,111201,공덕(5)
5,2531,202207,183226,111201,애오개(5)
5,2532,202207,118368,111191,충정로(5)
5,2533,202207,501399,111123,서대문(5)
5,2534,202207,881792,111123,광화문(5)
5,2535,202207,389269,111123,종로3가(5)
5,2536,202207,167237,111121,을지로4가(5)
5,2537,202207,92502,111121,동대문역사문화공원(5)
5,2538,202207,100359,111121,청구(5)
5,2539,202207,183985,111142,신금호(5)
5,2540,202207,202227,111142,행당(5)
5,2541,202207,154166,111142,왕십리(5)
5,2542,202207,146247,111142,마장(5)
5,2543,202207,418678,111142,답십리(5)
5,2544,202207,512507,111152,장한평(5)
5,2545,202207,349903,111141,군자(5)
5,2546,202207,399590,111141,아차산(5)
5,2547,202207,349201,111141,광나루(5)
5,2548,202207,542566,111274,천호(5)
5,2549,202207,501278,111274,강동(5)
5,2550,202207,236597,111274,길동(5)
5,2551,202207,269131,111274,굽은다리(5)
5,2552,202207,253296,111274,명일(5)
5,2553,202207,269802,111274,고덕(5)
5,2554,202207,384501,111274,상일동(5)
5,2555,202207,231281,111274,둔촌동(5)
5,2556,202207,105524,111273,올림픽공원(5)
5,2557,202207,207263,111273,방이(5)
5,2558,202207,100322,111273,오금(5)
5,2559,202207,188195,111273,개롱(5)
5,2560,202207,268754,111273,거여(5)
5,2561,202207,196588,111273,마천(5)
5,2562,202207,123178,111274,강일(5)
6,2611,202207,487737,111181,응암(6)
6,2612,202207,119410,111181,역촌(6)
6,2613,202207,129745,111181,불광(6)
6,2614,202207,84889,111181,독바위(6)
6,2616,202207,166245,111181,구산(6)
6,2617,202207,325662,111181,새절(6)
6,2618,202207,277635,111181,증산(6)
6,2619,202207,427459,111181,디지털미디어시티(6)
6,2620,202207,195218,111201,월드컵경기장(6)
6,2621,202207,360469,111201,마포구청(6)
6,2622,202207,441648,111201,망원(6)
6,2623,202207,399449,111201,합정(6)
6,2624,202207,315410,111201,상수(6)
6,2625,202207,243915,111201,광흥창(6)
6,2626,202207,242358,111201,대흥(6)
6,2627,202207,483207,111201,공덕(6)
6,2628,202207,175231,111131,효창공원앞(6)
6,2629,202207,176062,111131,삼각지(6)
6,2630,202207,158517,111131,녹사평(6)
6,2631,202207,416099,111131,이태원(6)
6,2632,202207,307222,111131,한강진(6)
6,2633,202207,60570,111121,버티고개(6)
6,2634,202207,103416,111121,약수(6)
6,2635,202207,103665,111121,청구(6)
6,2636,202207,234302,111121,신당(6)
6,2637,202207,238488,111123,동묘앞(6)
6,2638,202207,79498,111123,창신(6)
6,2639,202207,194213,111161,보문(6)
6,2640,202207,291218,111161,안암(6)
6,2641,202207,217389,111161,고려대(6)
6,2642,202207,313581,111161,월곡(6)
6,2643,202207,157602,111161,상월곡(6)
6,2644,202207,243411,111161,돌곶이(6)
6,2645,202207,352416,111311,석계(6)
6,2646,202207,169147,111311,태릉입구(6)
6,2647,202207,247150,111311,화랑대(6)
6,2648,202207,237418,111151,봉화산(6)
7,2712,202207,303497,111171,도봉산(7)
7,2713,202207,370323,111311,수락산(7)
7,2714,202207,343027,111311,마들(7)
7,2715,202207,612315,111311,노원(7)
7,2716,202207,364085,111311,중계(7)
7,2717,202207,468551,111311,하계(7)
7,2718,202207,329524,111311,공릉(7)
7,2719,202207,230114,111311,태릉입구(7)
7,2720,202207,282726,111151,먹골(7)
7,2721,202207,292849,111151,중화(7)
7,2722,202207,458421,111151,상봉(7)
7,2723,202207,406122,111151,면목(7)
7,2724,202207,445988,111151,사가정(7)
7,2725,202207,165938,111151,용마산(7)
7,2726,202207,282798,111141,중곡(7)
7,2727,202207,337465,111141,군자(7)
7,2728,202207,364510,111141,어린이대공원(7)
7,2729,202207,396118,111141,건대입구(7)
7,2730,202207,257558,111141,뚝섬유원지(7)
7,2731,202207,590370,111261,청담(7)
7,2732,202207,492488,111261,강남구청(7)
7,2733,202207,656033,111261,학동(7)
7,2734,202207,531954,111261,논현(7)
7,2735,202207,167727,111262,반포(7)
7,2736,202207,403141,111262,고속터미널(7)
7,2737,202207,401802,111262,내방(7)
7,2738,202207,456751,111241,이수(7)
7,2739,202207,289646,111241,남성(7)
7,2740,202207,335144,111241,숭실대입구(7)
7,2741,202207,294384,111241,상도(7)
7,2742,202207,253122,111241,장승배기(7)
7,2743,202207,407965,111241,신대방삼거리(7)
7,2744,202207,219932,111241,보라매(7)
7,2745,202207,322633,111231,신풍(7)
7,2746,202207,253744,111231,대림(7)
7,2747,202207,441463,111221,남구로(7)
7,2748,202207,1116312,111281,가산디지털단지(7)
7,2751,202207,301409,111221,천왕(7)
7,2752,202207,253912,111221,온수(7)
8,2811,202207,465069,111274,암사(8)
8,2812,202207,491745,111274,천호(8)
8,2813,202207,291773,111274,강동구청(8)
8,2814,202207,177035,111273,몽촌토성(8)
8,2815,202207,540336,111273,잠실(8)
8,2816,202207,253034,111273,석촌(8)
8,2817,202207,242937,111273,송파(8)
8,2818,202207,234184,111273,가락시장(8)
8,2819,202207,581659,111273,문정(8)
8,2820,202207,469845,111273,장지(8)
8,2821,202207,218906,111273,복정(8)
9,4126,202207,52199,111261,언주(9)
9,4127,202207,47490,111261,선정릉(9)
9,4128,202207,38546,111261,삼성중앙(9)
9,4129,202207,95218,111261,봉은사(9)
9,4130,202207,21176,111273,종합운동장(9)
9,4131,202207,48132,111273,삼전(9)
9,4132,202207,40988,111273,석촌고분(9)
9,4133,202207,50904,111273,석촌(9)
9,4134,202207,44038,111273,송파나루(9)
9,4135,202207,21930,111273,한성백제(9)
9,4136,202207,40569,111273,올림픽공원(9)
9,4137,202207,10236,111274,둔촌오륜(9)
9,4138,202207,58910,111274,중앙보훈병원(9)
1,150,202208,1308757,111121,서울역(1)
1,151,202208,649885,111121,시청(1)
1,152,202208,963022,111123,종각(1)
1,153,202208,661307,111123,종로3가(1)
1,154,202208,616993,111123,종로5가(1)
1,155,202208,295307,111123,동대문(1)
1,156,202208,358114,111152,신설동(1)
1,157,202208,493439,111152,제기동(1)
1,158,202208,566099,111152,청량리(1)
1,159,202208,261286,111123,동묘앞(1)
2,201,202208,597267,111121,시청(2)
2,202,202208,1147831,111121,을지로입구(2)
2,203,202208,623713,111121,을지로3가(2)
2,204,202208,351501,111121,을지로4가(2)
2,205,202208,424713,111121,동대문역사문화공원(2)
2,206,202208,403278,111121,신당(2)
2,207,202208,376537,111142,상왕십리(2)
2,208,202208,383640,111142,왕십리(2)
2,209,202208,202956,111142,한양대(2)
2,210,202208,650811,111142,뚝섬(2)
2,211,202208,1105060,111142,성수(2)
2,212,202208,1093327,111141,건대입구(2)
2,213,202208,629963,111141,구의(2)
2,214,202208,901206,111141,강변(2)
2,215,202208,377036,111273,잠실나루(2)
2,216,202208,2087236,111273,잠실(2)
2,217,202208,616035,111273,잠실새내(2)
2,218,202208,397422,111273,종합운동장(2)
2,219,202208,1479875,111261,삼성(2)
2,220,202208,1297526,111261,선릉(2)
2,221,202208,1494004,111261,역삼(2)
2,222,202208,2152978,111261,강남(2)
2,223,202208,982996,111262,교대(2)
2,224,202208,553058,111262,서초(2)
2,225,202208,439665,111262,방배(2)
2,226,202208,1164182,111241,사당(2)
2,227,202208,738734,111251,낙성대(2)
2,228,202208,1267303,111251,서울대입구(2)
2,229,202208,618861,111251,봉천(2)
2,230,202208,1566109,111251,신림(2)
2,231,202208,683590,111241,신대방(2)
2,232,202208,1557588,111221,구로디지털단지(2)
2,233,202208,684030,111221,대림(2)
2,234,202208,1330414,111221,신도림(2)
2,235,202208,599311,111231,문래(2)
2,236,202208,595227,111231,영등포구청(2)
2,237,202208,561948,111231,당산(2)
2,238,202208,988158,111201,합정(2)
2,239,202208,1943348,111201,홍대입구(2)
2,240,202208,1014872,111201,신촌(2)
2,241,202208,395222,111201,이대(2)
2,242,202208,272510,111201,아현(2)
2,243,202208,279703,111191,충정로(2)
2,244,202208,78458,111142,용답(2)
2,245,202208,51673,111142,신답(2)
2,246,202208,99599,111152,신설동(2)
2,247,202208,38732,111221,도림천(2)
2,248,202208,191330,111301,양천구청(2)
2,249,202208,288558,111301,신정네거리(2)
2,250,202208,67653,111152,용두(2)
3,310,202208,570833,111181,구파발(3)
3,311,202208,946481,111181,연신내(3)
3,312,202208,479535,111181,불광(3)
3,313,202208,371178,111181,녹번(3)
3,314,202208,448471,111191,홍제(3)
3,315,202208,107268,111191,무악재(3)
3,316,202208,202622,111191,독립문(3)
3,317,202208,606647,111123,경복궁(3)
3,318,202208,631100,111123,안국(3)
3,319,202208,317369,111123,종로3가(3)
3,320,202208,281655,111121,을지로3가(3)
3,322,202208,257905,111121,동대입구(3)
3,323,202208,342845,111121,약수(3)
3,324,202208,201922,111142,금호(3)
3,325,202208,259399,111142,옥수(3)
3,326,202208,943914,111261,압구정(3)
3,327,202208,833201,111261,신사(3)
3,328,202208,128687,111262,잠원(3)
3,329,202208,1322085,111262,고속터미널(3)
3,330,202208,242524,111262,교대(3)
3,331,202208,813746,111262,남부터미널(3)
3,332,202208,1044475,111262,양재(3)
3,333,202208,309725,111261,매봉(3)
3,334,202208,140566,111261,도곡(3)
3,335,202208,323945,111261,대치(3)
3,336,202208,75103,111261,학여울(3)
3,337,202208,256593,111261,대청(3)
3,338,202208,268149,111261,일원(3)
3,339,202208,501174,111261,수서(3)
3,340,202208,236635,111273,가락시장(3)
3,341,202208,195728,111273,경찰병원(3)
3,342,202208,151199,111273,오금(3)
4,409,202208,233501,111311,당고개(4)
4,410,202208,481871,111311,상계(4)
4,411,202208,589617,111311,노원(4)
4,412,202208,740005,111171,창동(4)
4,413,202208,723196,111171,쌍문(4)
4,414,202208,924776,111291,수유(4)
4,415,202208,384005,111291,미아(4)
4,416,202208,723702,111291,미아사거리(4)
4,417,202208,540421,111161,길음(4)
4,418,202208,534539,111161,성신여대입구(4)
4,419,202208,351101,111161,한성대입구(4)
4,420,202208,981347,111123,혜화(4)
4,421,202208,503726,111123,동대문(4)
4,422,202208,387208,111121,동대문역사문화공원(4)
4,423,202208,691612,111121,충무로(4)
4,424,202208,619825,111121,명동(4)
4,425,202208,654668,111121,회현(4)
4,426,202208,527064,111131,서울역(4)
4,427,202208,352274,111131,숙대입구(4)
4,428,202208,176806,111131,삼각지(4)
4,429,202208,517698,111131,신용산(4)
4,430,202208,306167,111131,이촌(4)
4,431,202208,61242,111241,동작(4)
4,432,202208,558575,111241,이수(4)
4,433,202208,604088,111241,사당(4)
4,434,202208,32724,111262,남태령(4)
5,2511,202208,179131,111212,방화(5)
5,2512,202208,147447,111212,개화산(5)
5,2513,202208,232638,111212,김포공항(5)
5,2514,202208,168844,111212,송정(5)
5,2515,202208,282414,111212,마곡(5)
5,2516,202208,576375,111212,발산(5)
5,2517,202208,390530,111212,우장산(5)
5,2518,202208,722914,111212,화곡(5)
5,2519,202208,749853,111212,까치산(5)
5,2520,202208,305358,111301,신정(5)
5,2521,202208,478446,111301,목동(5)
5,2522,202208,641217,111301,오목교(5)
5,2523,202208,192438,111231,양평(5)
5,2524,202208,112994,111231,영등포구청(5)
5,2525,202208,293359,111231,영등포시장(5)
5,2526,202208,122588,111231,신길(5)
5,2527,202208,805109,111231,여의도(5)
5,2528,202208,409660,111231,여의나루(5)
5,2529,202208,382530,111201,마포(5)
5,2530,202208,390186,111201,공덕(5)
5,2531,202208,176367,111201,애오개(5)
5,2532,202208,119741,111191,충정로(5)
5,2533,202208,492338,111123,서대문(5)
5,2534,202208,920645,111123,광화문(5)
5,2535,202208,373840,111123,종로3가(5)
5,2536,202208,164549,111121,을지로4가(5)
5,2537,202208,93629,111121,동대문역사문화공원(5)
5,2538,202208,97103,111121,청구(5)
5,2539,202208,177326,111142,신금호(5)
5,2540,202208,197574,111142,행당(5)
5,2541,202208,146225,111142,왕십리(5)
5,2542,202208,143096,111142,마장(5)
5,2543,202208,416756,111142,답십리(5)
5,2544,202208,496180,111152,장한평(5)
5,2545,202208,338834,111141,군자(5)
5,2546,202208,386607,111141,아차산(5)
5,2547,202208,344817,111141,광나루(5)
5,2548,202208,519495,111274,천호(5)
5,2549,202208,491123,111274,강동(5)
5,2550,202208,230262,111274,길동(5)
5,2551,202208,255940,111274,굽은다리(5)
5,2552,202208,244246,111274,명일(5)
5,2553,202208,260833,111274,고덕(5)
5,2554,202208,373041,111274,상일동(5)
5,2555,202208,223706,111274,둔촌동(5)
5,2556,202208,120575,111273,올림픽공원(5)
5,2557,202208,201719,111273,방이(5)
5,2558,202208,97060,111273,오금(5)
5,2559,202208,181177,111273,개롱(5)
5,2560,202208,258714,111273,거여(5)
5,2561,202208,189691,111273,마천(5)
5,2562,202208,120658,111274,강일(5)
6,2611,202208,470674,111181,응암(6)
6,2612,202208,120012,111181,역촌(6)
6,2613,202208,123477,111181,불광(6)
6,2614,202208,81394,111181,독바위(6)
6,2616,202208,162004,111181,구산(6)
6,2617,202208,314426,111181,새절(6)
6,2618,202208,267940,111181,증산(6)
6,2619,202208,419585,111181,디지털미디어시티(6)
6,2620,202208,152672,111201,월드컵경기장(6)
6,2621,202208,352351,111201,마포구청(6)
6,2622,202208,435660,111201,망원(6)
6,2623,202208,380934,111201,합정(6)
6,2624,202208,307396,111201,상수(6)
6,2625,202208,238679,111201,광흥창(6)
6,2626,202208,232368,111201,대흥(6)
6,2627,202208,473862,111201,공덕(6)
6,2628,202208,171554,111131,효창공원앞(6)
6,2629,202208,170183,111131,삼각지(6)
6,2630,202208,152319,111131,녹사평(6)
6,2631,202208,402029,111131,이태원(6)
6,2632,202208,288833,111131,한강진(6)
6,2633,202208,59599,111121,버티고개(6)
6,2634,202208,98739,111121,약수(6)
6,2635,202208,100772,111121,청구(6)
6,2636,202208,227469,111121,신당(6)
6,2637,202208,225901,111123,동묘앞(6)
6,2638,202208,77669,111123,창신(6)
6,2639,202208,186210,111161,보문(6)
6,2640,202208,284444,111161,안암(6)
6,2641,202208,208405,111161,고려대(6)
6,2642,202208,305819,111161,월곡(6)
6,2643,202208,152865,111161,상월곡(6)
6,2644,202208,238118,111161,돌곶이(6)
6,2645,202208,343298,111311,석계(6)
6,2646,202208,163930,111311,태릉입구(6)
6,2647,202208,237054,111311,화랑대(6)
6,2648,202208,229361,111151,봉화산(6)
7,2712,202208,287148,111171,도봉산(7)
7,2713,202208,353763,111311,수락산(7)
7,2714,202208,333545,111311,마들(7)
7,2715,202208,583516,111311,노원(7)
7,2716,202208,348067,111311,중계(7)
7,2717,202208,449177,111311,하계(7)
7,2718,202208,312192,111311,공릉(7)
7,2719,202208,221494,111311,태릉입구(7)
7,2720,202208,275063,111151,먹골(7)
7,2721,202208,281367,111151,중화(7)
7,2722,202208,443806,111151,상봉(7)
7,2723,202208,396423,111151,면목(7)
7,2724,202208,431361,111151,사가정(7)
7,2725,202208,160219,111151,용마산(7)
7,2726,202208,275881,111141,중곡(7)
7,2727,202208,328886,111141,군자(7)
7,2728,202208,374304,111141,어린이대공원(7)
7,2729,202208,380897,111141,건대입구(7)
7,2730,202208,251438,111141,뚝섬유원지(7)
7,2731,202208,576200,111261,청담(7)
7,2732,202208,485694,111261,강남구청(7)
7,2733,202208,643287,111261,학동(7)
7,2734,202208,512164,111261,논현(7)
7,2735,202208,162761,111262,반포(7)
7,2736,202208,385848,111262,고속터미널(7)
7,2737,202208,390342,111262,내방(7)
7,2738,202208,417149,111241,이수(7)
7,2739,202208,285273,111241,남성(7)
7,2740,202208,322717,111241,숭실대입구(7)
7,2741,202208,285832,111241,상도(7)
7,2742,202208,247187,111241,장승배기(7)
7,2743,202208,391199,111241,신대방삼거리(7)
7,2744,202208,207275,111241,보라매(7)
7,2745,202208,307555,111231,신풍(7)
7,2746,202208,245685,111231,대림(7)
7,2747,202208,429173,111221,남구로(7)
7,2748,202208,1083488,111281,가산디지털단지(7)
7,2751,202208,289970,111221,천왕(7)
7,2752,202208,248056,111221,온수(7)
8,2811,202208,453107,111274,암사(8)
8,2812,202208,472489,111274,천호(8)
8,2813,202208,282283,111274,강동구청(8)
8,2814,202208,171541,111273,몽촌토성(8)
8,2815,202208,510141,111273,잠실(8)
8,2816,202208,245031,111273,석촌(8)
8,2817,202208,234614,111273,송파(8)
8,2818,202208,226320,111273,가락시장(8)
8,2819,202208,569490,111273,문정(8)
8,2820,202208,448287,111273,장지(8)
8,2821,202208,210960,111273,복정(8)
9,4126,202208,51945,111261,언주(9)
9,4127,202208,46445,111261,선정릉(9)
9,4128,202208,37681,111261,삼성중앙(9)
9,4129,202208,90351,111261,봉은사(9)
9,4130,202208,21035,111273,종합운동장(9)
9,4131,202208,47780,111273,삼전(9)
9,4132,202208,41227,111273,석촌고분(9)
9,4133,202208,50648,111273,석촌(9)
9,4134,202208,43206,111273,송파나루(9)
9,4135,202208,21714,111273,한성백제(9)
9,4136,202208,43495,111273,올림픽공원(9)
9,4137,202208,9659,111274,둔촌오륜(9)
9,4138,202208,57410,111274,중앙보훈병원(9)
